Sesjon;Gruppe;InnstKode;Nummer;gmlord;emneord;Filnavn
2009-2010;S;S;6;LANDBRUK;LANDBRUK;inns-200910-006.xml
2009-2010;S;S;6;DEPARTEMENTER;DEPARTEMENTER;inns-200910-006.xml
2009-2010;S;S;6;KARTVERK;KARTVERK;inns-200910-006.xml
2009-2010;S;S;6;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-200910-006.xml
2009-2010;S;S;6;GRENSESPØRSMÅL;GRENSESPØRSMÅL;inns-200910-006.xml
2009-2010;S;S;6;EFTA/EU;EU/EØS;inns-200910-006.xml
2009-2010;S;S;6;SIVIL BEREDSKAP;SAMFUNNSSIKKERHET;inns-200910-006.xml
2009-2010;S;S;6;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-006.xml
2009-2010;S;S;6;SIVILE VERNEPLIKTIGE;SAMFUNNSSIKKERHET;inns-200910-006.xml
2009-2010;S;S;7;KULTUR;KULTUR;inns-200910-007.xml
2009-2010;S;S;7;REDNINGSTJENESTE;REDNINGSTJENESTE;inns-200910-007.xml
2009-2010;S;S;7;INNVANDRERE;INNVANDRERE;inns-200910-007.xml
2009-2010;S;S;7;FORURENSNING;FORURENSNING;inns-200910-007.xml
2009-2010;S;S;7;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-007.xml
2009-2010;S;S;7;REGJERINGEN;REGJERINGEN;inns-200910-007.xml
2009-2010;S;S;7;FORSKNING;FORSKNING;inns-200910-007.xml
2009-2010;S;S;7;DEPARTEMENTER;DEPARTEMENTER;inns-200910-007.xml
2009-2010;S;S;7;FORSVAR;FORSVAR;inns-200910-007.xml
2009-2010;S;S;7;FORSVARSMATERIELL;FORSVARSMATERIELL;inns-200910-007.xml
2009-2010;S;S;7;ATOMVÅPEN;ATOMVÅPEN;inns-200910-007.xml
2009-2010;S;S;7;UTENRIKSHANDEL;UTENRIKSHANDEL;inns-200910-007.xml
2009-2010;S;S;7;KULTURVERN;KULTURVERN;inns-200910-007.xml
2009-2010;S;S;7;MILJØVERN;MILJØVERN;inns-200910-007.xml
2009-2010;S;S;7;UTENRIKSSAKER;UTENRIKSSAKER;inns-200910-007.xml
2009-2010;S;S;7;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-200910-007.xml
2009-2010;S;S;7;FN;FN;inns-200910-007.xml
2009-2010;S;S;7;FN-STYRKER;FN-STYRKER;inns-200910-007.xml
2009-2010;S;S;7;EUROPARÅDET;EUROPARÅDET;inns-200910-007.xml
2009-2010;S;S;7;NORDISK SAMARBEID;NORDISK SAMARBEID;inns-200910-007.xml
2009-2010;S;S;7;ØKONOMISK SAMARBEID;ØKONOMISK SAMARBEID;inns-200910-007.xml
2009-2010;S;S;7;EFTA/EU;EU/EØS;inns-200910-007.xml
2009-2010;S;S;7;UTVIKLINGSHJELP;UTVIKLINGSSAMARBEID;inns-200910-007.xml
2009-2010;S;S;7;POLAROMRÅDER;POLAROMRÅDER;inns-200910-007.xml
2009-2010;S;S;7;SVALBARD;SVALBARD;inns-200910-007.xml
2009-2010;S;S;7;NATO;NATO;inns-200910-007.xml
2009-2010;S;S;7;FREDSARBEID;FREDSARBEID;inns-200910-007.xml
2009-2010;S;S;7;SIVIL BEREDSKAP;SAMFUNNSSIKKERHET;inns-200910-007.xml
2009-2010;S;S;7;KONGEN;KONGEN;inns-200910-007.xml
2009-2010;S;S;7;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-007.xml
2009-2010;S;S;7;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-200910-007.xml
2009-2010;S;S;7;INTERNASJONAL RETT;INTERNASJONAL RETT;inns-200910-007.xml
2009-2010;S;S;8;SYSSELSETTING;SYSSELSETTING;inns-200910-008.xml
2009-2010;S;S;8;FISKERIER;FISKERIER;inns-200910-008.xml
2009-2010;S;S;8;FANGST;FANGST;inns-200910-008.xml
2009-2010;S;S;8;HANDEL;HANDEL;inns-200910-008.xml
2009-2010;S;S;8;FORURENSNING;FORURENSNING;inns-200910-008.xml
2009-2010;S;S;8;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-008.xml
2009-2010;S;S;8;NATURVERN;NATURVERN;inns-200910-008.xml
2009-2010;S;S;8;FORSKNING;FORSKNING;inns-200910-008.xml
2009-2010;S;S;8;LANDBRUK;LANDBRUK;inns-200910-008.xml
2009-2010;S;S;8;DEPARTEMENTER;DEPARTEMENTER;inns-200910-008.xml
2009-2010;S;S;8;LANDBRUKSPRODUKTER;LANDBRUKSPRODUKTER;inns-200910-008.xml
2009-2010;S;S;8;ELEKTRISITET;ELEKTRISITET;inns-200910-008.xml
2009-2010;S;S;8;AVGIFTER;AVGIFTER;inns-200910-008.xml
2009-2010;S;S;8;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-200910-008.xml
2009-2010;S;S;8;STATSLÅN;STATSLÅN;inns-200910-008.xml
2009-2010;S;S;8;FISKEOMSETNING;FISKEOMSETNING;inns-200910-008.xml
2009-2010;S;S;8;HAVBRUK;HAVBRUK;inns-200910-008.xml
2009-2010;S;S;8;FORBRUKERSAKER;FORBRUKERSAKER;inns-200910-008.xml
2009-2010;S;S;8;UTENRIKSHANDEL;UTENRIKSHANDEL;inns-200910-008.xml
2009-2010;S;S;8;REISELIVSNÆRING;REISELIVSNÆRING;inns-200910-008.xml
2009-2010;S;S;8;NÆRINGSLIV;NÆRINGSLIV;inns-200910-008.xml
2009-2010;S;S;8;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-200910-008.xml
2009-2010;S;S;8;BERGVERK;BERGVERK;inns-200910-008.xml
2009-2010;S;S;8;STATSBEDRIFTER;STATLIG EIERSKAP;inns-200910-008.xml
2009-2010;S;S;8;KULTURVERN;KULTURVERN;inns-200910-008.xml
2009-2010;S;S;8;JORDBRUK;JORDBRUK;inns-200910-008.xml
2009-2010;S;S;8;HUSDYR;HUSDYR;inns-200910-008.xml
2009-2010;S;S;8;NATURSKADER;NATURSKADER;inns-200910-008.xml
2009-2010;S;S;8;REINDRIFT;REINDRIFT;inns-200910-008.xml
2009-2010;S;S;8;VETERINÆRVESEN;VETERINÆRVESEN;inns-200910-008.xml
2009-2010;S;S;8;MILJØVERN;MILJØVERN;inns-200910-008.xml
2009-2010;S;S;8;LOTTERI OG SPILL;LOTTERI OG SPILL;inns-200910-008.xml
2009-2010;S;S;8;SJØFART;SJØFART;inns-200910-008.xml
2009-2010;S;S;8;SJØFOLK;SJØFART;inns-200910-008.xml
2009-2010;S;S;8;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-200910-008.xml
2009-2010;S;S;8;STATSFORVALTNING;STATSFORVALTNING;inns-200910-008.xml
2009-2010;S;S;8;STATSEIENDOMMER;STATSEIENDOMMER;inns-200910-008.xml
2009-2010;S;S;8;EFTA/EU;EU/EØS;inns-200910-008.xml
2009-2010;S;S;8;SVALBARD;SVALBARD;inns-200910-008.xml
2009-2010;S;S;8;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-008.xml
2009-2010;S;S;8;FOLKEHELSE;FOLKEHELSE;inns-200910-008.xml
2009-2010;S;S;8;SÆRAVGIFTER;AVGIFTER;inns-200910-008.xml
2009-2010;S;S;8;SKOGBRUK;SKOGBRUK;inns-200910-008.xml
2009-2010;S;S;8;DISTRIKTSPOLITIKK;DISTRIKTSPOLITIKK;inns-200910-008.xml
2009-2010;S;S;8;INDUSTRI;INDUSTRI;inns-200910-008.xml
2009-2010;S;S;9;ENERGI;ENERGI;inns-200910-009.xml
2009-2010;S;S;9;FORURENSNING;FORURENSNING;inns-200910-009.xml
2009-2010;S;S;9;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-009.xml
2009-2010;S;S;9;NATURVERN;NATURVERN;inns-200910-009.xml
2009-2010;S;S;9;FORSKNING;FORSKNING;inns-200910-009.xml
2009-2010;S;S;9;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-009.xml
2009-2010;S;S;9;DEPARTEMENTER;DEPARTEMENTER;inns-200910-009.xml
2009-2010;S;S;9;ELEKTRISITET;ELEKTRISITET;inns-200910-009.xml
2009-2010;S;S;9;VASSDRAGSREGULERING;VASSDRAGSREGULERING;inns-200910-009.xml
2009-2010;S;S;9;OLJE;OLJE OG GASS;inns-200910-009.xml
2009-2010;S;S;9;OLJEOMSETNING;OLJE OG GASS;inns-200910-009.xml
2009-2010;S;S;9;AVGIFTER;AVGIFTER;inns-200910-009.xml
2009-2010;S;S;9;UTENRIKSHANDEL;UTENRIKSHANDEL;inns-200910-009.xml
2009-2010;S;S;9;KULTURVERN;KULTURVERN;inns-200910-009.xml
2009-2010;S;S;9;NATURSKADER;NATURSKADER;inns-200910-009.xml
2009-2010;S;S;9;MILJØVERN;MILJØVERN;inns-200910-009.xml
2009-2010;S;S;9;KARTVERK;KARTVERK;inns-200910-009.xml
2009-2010;S;S;9;SJØFART;SJØFART;inns-200910-009.xml
2009-2010;S;S;9;STATSFORVALTNING;STATSFORVALTNING;inns-200910-009.xml
2009-2010;S;S;9;UTVIKLINGSHJELP;UTVIKLINGSSAMARBEID;inns-200910-009.xml
2009-2010;S;S;9;POLAROMRÅDER;POLAROMRÅDER;inns-200910-009.xml
2009-2010;S;S;9;SVALBARD;SVALBARD;inns-200910-009.xml
2009-2010;S;S;9;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-009.xml
2009-2010;S;S;9;OLJEUTVINNING;OLJE OG GASS;inns-200910-009.xml
2009-2010;S;S;10;RIKSREVISJONEN;RIKSREVISJONEN;inns-200910-010.xml
2009-2010;S;S;10;FORSVAR;FORSVAR;inns-200910-010.xml
2009-2010;S;S;10;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;STORTINGETS OMBUDSMANN FOR FORVALTNINGEN;inns-200910-010.xml
2009-2010;S;S;10;POLITISKE PARTIER;POLITISKE PARTIER;inns-200910-010.xml
2009-2010;S;S;10;KONGEN;KONGEN;inns-200910-010.xml
2009-2010;S;S;10;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-010.xml
2009-2010;S;S;10;MILITÆRT PERSONELL;MILITÆRT PERSONELL;inns-200910-010.xml
2009-2010;S;S;10;STORTINGET;STORTINGET;inns-200910-010.xml
2009-2010;S;S;11;SOSIALVESEN;SOSIALE TJENESTER;inns-200910-011.xml
2009-2010;S;S;11;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-011.xml
2009-2010;S;S;11;FYLKER;FYLKER;inns-200910-011.xml
2009-2010;S;S;11;BARNEVERN;BARNEVERN;inns-200910-011.xml
2009-2010;S;S;11;FORSKNING;FORSKNING;inns-200910-011.xml
2009-2010;S;S;11;ELDREOMSORG;OMSORGSTJENESTER;inns-200910-011.xml
2009-2010;S;S;11;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-011.xml
2009-2010;S;S;11;DEPARTEMENTER;DEPARTEMENTER;inns-200910-011.xml
2009-2010;S;S;11;HELSEVESEN;HELSEVESEN;inns-200910-011.xml
2009-2010;S;S;11;HELSEINSTITUSJONER;HELSEINSTITUSJONER;inns-200910-011.xml
2009-2010;S;S;11;SYKEHUS;SYKEHUS;inns-200910-011.xml
2009-2010;S;S;11;HELSEPERSONELL;HELSEPERSONELL;inns-200910-011.xml
2009-2010;S;S;11;SVANGERSKAP;SVANGERSKAP;inns-200910-011.xml
2009-2010;S;S;11;SYKDOMMER;SYKDOMMER;inns-200910-011.xml
2009-2010;S;S;11;STATSLÅN;STATSLÅN;inns-200910-011.xml
2009-2010;S;S;11;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-200910-011.xml
2009-2010;S;S;11;EFTA/EU;EU/EØS;inns-200910-011.xml
2009-2010;S;S;11;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-011.xml
2009-2010;S;S;11;TRYGDER;TRYGDER;inns-200910-011.xml
2009-2010;S;S;11;FOLKEHELSE;FOLKEHELSE;inns-200910-011.xml
2009-2010;S;S;11;RUSMIDLER;RUSMIDLER;inns-200910-011.xml
2009-2010;S;S;12;DEN NORSKE KIRKE;DEN NORSKE KIRKE;inns-200910-012.xml
2009-2010;S;S;12;ARBEIDSLIV;ARBEIDSLIV;inns-200910-012.xml
2009-2010;S;S;12;FISKERIER;FISKERIER;inns-200910-012.xml
2009-2010;S;S;12;INNVANDRERE;INNVANDRERE;inns-200910-012.xml
2009-2010;S;S;12;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-012.xml
2009-2010;S;S;12;SKOLER;SKOLER;inns-200910-012.xml
2009-2010;S;S;12;UTDANNING;UTDANNING;inns-200910-012.xml
2009-2010;S;S;12;PRIVATSKOLER;PRIVATSKOLER;inns-200910-012.xml
2009-2010;S;S;12;SPESIALUNDERVISNING;SPESIALUNDERVISNING;inns-200910-012.xml
2009-2010;S;S;12;UNIVERSITETER;UNIVERSITETER;inns-200910-012.xml
2009-2010;S;S;12;STUDIEFINANSIERING;STUDIEFINANSIERING;inns-200910-012.xml
2009-2010;S;S;12;SAMER;SAMER;inns-200910-012.xml
2009-2010;S;S;12;FORSKNING;FORSKNING;inns-200910-012.xml
2009-2010;S;S;12;LANDBRUK;LANDBRUK;inns-200910-012.xml
2009-2010;S;S;12;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-012.xml
2009-2010;S;S;12;DEPARTEMENTER;DEPARTEMENTER;inns-200910-012.xml
2009-2010;S;S;12;STATSLÅN;STATSLÅN;inns-200910-012.xml
2009-2010;S;S;12;FISKEOMSETNING;FISKEOMSETNING;inns-200910-012.xml
2009-2010;S;S;12;HAVBRUK;HAVBRUK;inns-200910-012.xml
2009-2010;S;S;12;TROSSAMFUNN;TROSSAMFUNN;inns-200910-012.xml
2009-2010;S;S;12;NÆRINGSLIV;NÆRINGSLIV;inns-200910-012.xml
2009-2010;S;S;12;KULTURVERN;KULTURVERN;inns-200910-012.xml
2009-2010;S;S;12;VETERINÆRVESEN;VETERINÆRVESEN;inns-200910-012.xml
2009-2010;S;S;12;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-200910-012.xml
2009-2010;S;S;12;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-200910-012.xml
2009-2010;S;S;12;MILJØVERN;MILJØVERN;inns-200910-012.xml
2009-2010;S;S;12;VIDEREGÅENDE SKOLER;VIDEREGÅENDE SKOLER;inns-200910-012.xml
2009-2010;S;S;12;HØYERE UTDANNING;HØYERE UTDANNING;inns-200910-012.xml
2009-2010;S;S;12;HØGSKOLER;HØGSKOLER;inns-200910-012.xml
2009-2010;S;S;12;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-200910-012.xml
2009-2010;S;S;12;EFTA/EU;EU/EØS;inns-200910-012.xml
2009-2010;S;S;12;POLAROMRÅDER;POLAROMRÅDER;inns-200910-012.xml
2009-2010;S;S;12;SVALBARD;SVALBARD;inns-200910-012.xml
2009-2010;S;S;12;FREDSARBEID;FREDSARBEID;inns-200910-012.xml
2009-2010;S;S;12;GRUNNSKOLE;GRUNNSKOLE;inns-200910-012.xml
2009-2010;S;S;12;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-012.xml
2009-2010;S;S;12;FOLKEHELSE;FOLKEHELSE;inns-200910-012.xml
2009-2010;S;S;12;VOKSENOPPLÆRING;VOKSENOPPLÆRING;inns-200910-012.xml
2009-2010;S;S;13;KOMMUNIKASJON;SAMFERDSEL;inns-200910-013.xml
2009-2010;S;S;13;POST;POST;inns-200910-013.xml
2009-2010;S;S;13;FISKERIER;FISKERIER;inns-200910-013.xml
2009-2010;S;S;13;REDNINGSTJENESTE;REDNINGSTJENESTE;inns-200910-013.xml
2009-2010;S;S;13;FORURENSNING;FORURENSNING;inns-200910-013.xml
2009-2010;S;S;13;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-013.xml
2009-2010;S;S;13;STATENS PERSONALPOLITIKK;STATENS PERSONALPOLITIKK;inns-200910-013.xml
2009-2010;S;S;13;FORSKNING;FORSKNING;inns-200910-013.xml
2009-2010;S;S;13;VEGTRAFIKK;VEGTRAFIKK;inns-200910-013.xml
2009-2010;S;S;13;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-013.xml
2009-2010;S;S;13;DEPARTEMENTER;DEPARTEMENTER;inns-200910-013.xml
2009-2010;S;S;13;HELSEVESEN;HELSEVESEN;inns-200910-013.xml
2009-2010;S;S;13;AVGIFTER;AVGIFTER;inns-200910-013.xml
2009-2010;S;S;13;PRISER OG KONKURRANSEFORHOLD;PRISER OG KONKURRANSEFORHOLD;inns-200910-013.xml
2009-2010;S;S;13;STATSLÅN;STATSLÅN;inns-200910-013.xml
2009-2010;S;S;13;BANKER;BANKER;inns-200910-013.xml
2009-2010;S;S;13;HAVBRUK;HAVBRUK;inns-200910-013.xml
2009-2010;S;S;13;SAMFERDSEL;SAMFERDSEL;inns-200910-013.xml
2009-2010;S;S;13;JERNBANER;JERNBANER;inns-200910-013.xml
2009-2010;S;S;13;LUFTFART;LUFTFART;inns-200910-013.xml
2009-2010;S;S;13;FERGER;FERGER;inns-200910-013.xml
2009-2010;S;S;13;STATSBEDRIFTER;STATLIG EIERSKAP;inns-200910-013.xml
2009-2010;S;S;13;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-200910-013.xml
2009-2010;S;S;13;POLITI OG PÅTALEMYNDIGHET;POLITI OG PÅTALEMYNDIGHET;inns-200910-013.xml
2009-2010;S;S;13;SJØFART;SJØFART;inns-200910-013.xml
2009-2010;S;S;13;SIKKERHET TIL SJØS;SIKKERHET TIL SJØS;inns-200910-013.xml
2009-2010;S;S;13;HAVNER;HAVNER;inns-200910-013.xml
2009-2010;S;S;13;STATSFORVALTNING;STATSFORVALTNING;inns-200910-013.xml
2009-2010;S;S;13;EFTA/EU;EU/EØS;inns-200910-013.xml
2009-2010;S;S;13;POLAROMRÅDER;POLAROMRÅDER;inns-200910-013.xml
2009-2010;S;S;13;TELEKOMMUNIKASJONER;KOMMUNIKASJONSTEKNOLOGI;inns-200910-013.xml
2009-2010;S;S;13;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-013.xml
2009-2010;S;S;13;VEGVESEN;VEGVESEN;inns-200910-013.xml
2009-2010;S;S;13;DISTRIKTSPOLITIKK;DISTRIKTSPOLITIKK;inns-200910-013.xml
2009-2010;S;S;14;DEN NORSKE KIRKE;DEN NORSKE KIRKE;inns-200910-014.xml
2009-2010;S;S;14;KULTUR;KULTUR;inns-200910-014.xml
2009-2010;S;S;14;SOSIALVESEN;SOSIALE TJENESTER;inns-200910-014.xml
2009-2010;S;S;14;SIVILRETT;SIVILRETT;inns-200910-014.xml
2009-2010;S;S;14;INNVANDRERE;INNVANDRERE;inns-200910-014.xml
2009-2010;S;S;14;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-014.xml
2009-2010;S;S;14;LIKESTILLING;LIKESTILLING;inns-200910-014.xml
2009-2010;S;S;14;SAMER;SAMER;inns-200910-014.xml
2009-2010;S;S;14;FAMILIE;FAMILIE;inns-200910-014.xml
2009-2010;S;S;14;BARN;BARN;inns-200910-014.xml
2009-2010;S;S;14;BARNEHAGER;BARNEHAGER;inns-200910-014.xml
2009-2010;S;S;14;BARNEVERN;BARNEVERN;inns-200910-014.xml
2009-2010;S;S;14;FORSKNING;FORSKNING;inns-200910-014.xml
2009-2010;S;S;14;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-014.xml
2009-2010;S;S;14;DEPARTEMENTER;DEPARTEMENTER;inns-200910-014.xml
2009-2010;S;S;14;SVANGERSKAP;SVANGERSKAP;inns-200910-014.xml
2009-2010;S;S;14;BIBLIOTEK OG LITTERATUR;BIBLIOTEK OG LITTERATUR;inns-200910-014.xml
2009-2010;S;S;14;KUNST;KUNST;inns-200910-014.xml
2009-2010;S;S;14;KRINGKASTING;KRINGKASTING;inns-200910-014.xml
2009-2010;S;S;14;MERVERDIAVGIFT;MERVERDIAVGIFT;inns-200910-014.xml
2009-2010;S;S;14;FORBRUKERSAKER;FORBRUKERSAKER;inns-200910-014.xml
2009-2010;S;S;14;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-200910-014.xml
2009-2010;S;S;14;KULTURVERN;KULTURVERN;inns-200910-014.xml
2009-2010;S;S;14;MASSEMEDIER;MASSEMEDIER;inns-200910-014.xml
2009-2010;S;S;14;SPRÅK;SPRÅK;inns-200910-014.xml
2009-2010;S;S;14;UNGDOMSARBEID;UNGDOMSARBEID;inns-200910-014.xml
2009-2010;S;S;14;NORSK RIKSKRINGKASTING;KRINGKASTING;inns-200910-014.xml
2009-2010;S;S;14;IDRETT;IDRETT;inns-200910-014.xml
2009-2010;S;S;14;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-200910-014.xml
2009-2010;S;S;14;LOTTERI OG SPILL;LOTTERI OG SPILL;inns-200910-014.xml
2009-2010;S;S;14;BARNETRYGD;TRYGDER;inns-200910-014.xml
2009-2010;S;S;14;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-200910-014.xml
2009-2010;S;S;14;EFTA/EU;EU/EØS;inns-200910-014.xml
2009-2010;S;S;14;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-014.xml
2009-2010;S;S;14;TRYGDER;TRYGDER;inns-200910-014.xml
2009-2010;S;S;14;RUSMIDLER;RUSMIDLER;inns-200910-014.xml
2009-2010;S;S;15;ARBEIDSLIV;ARBEIDSLIV;inns-200910-015.xml
2009-2010;S;S;15;SYSSELSETTING;SYSSELSETTING;inns-200910-015.xml
2009-2010;S;S;15;SOSIALVESEN;SOSIALE TJENESTER;inns-200910-015.xml
2009-2010;S;S;15;INNVANDRERE;INNVANDRERE;inns-200910-015.xml
2009-2010;S;S;15;FAMILIE;FAMILIE;inns-200910-015.xml
2009-2010;S;S;15;STATENS PERSONALPOLITIKK;STATENS PERSONALPOLITIKK;inns-200910-015.xml
2009-2010;S;S;15;FORSKNING;FORSKNING;inns-200910-015.xml
2009-2010;S;S;15;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-015.xml
2009-2010;S;S;15;DEPARTEMENTER;DEPARTEMENTER;inns-200910-015.xml
2009-2010;S;S;15;HELSEVESEN;HELSEVESEN;inns-200910-015.xml
2009-2010;S;S;15;SVANGERSKAP;SVANGERSKAP;inns-200910-015.xml
2009-2010;S;S;15;SYKDOMMER;SYKDOMMER;inns-200910-015.xml
2009-2010;S;S;15;OLJE;OLJE OG GASS;inns-200910-015.xml
2009-2010;S;S;15;OLJEOMSETNING;OLJE OG GASS;inns-200910-015.xml
2009-2010;S;S;15;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-200910-015.xml
2009-2010;S;S;15;LØNN;LØNN OG INNTEKT;inns-200910-015.xml
2009-2010;S;S;15;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-200910-015.xml
2009-2010;S;S;15;SJØFOLK;SJØFART;inns-200910-015.xml
2009-2010;S;S;15;EFTA/EU;EU/EØS;inns-200910-015.xml
2009-2010;S;S;15;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-015.xml
2009-2010;S;S;15;TRYGDER;TRYGDER;inns-200910-015.xml
2009-2010;S;S;15;OLJEUTVINNING;OLJE OG GASS;inns-200910-015.xml
2009-2010;S;S;15;ARBEIDSMILJØ;ARBEIDSMILJØ;inns-200910-015.xml
2009-2010;S;S;15;RUSMIDLER;RUSMIDLER;inns-200910-015.xml
2009-2010;S;S;16;DEN NORSKE KIRKE;DEN NORSKE KIRKE;inns-200910-016.xml
2009-2010;S;S;16;PERSONVERN;PERSONVERN;inns-200910-016.xml
2009-2010;S;S;16;INNVANDRERE;INNVANDRERE;inns-200910-016.xml
2009-2010;S;S;16;INTERNASJONALT SAMARBEID;INTERNASJONALT SAMARBEID;inns-200910-016.xml
2009-2010;S;S;16;REGJERINGEN;REGJERINGEN;inns-200910-016.xml
2009-2010;S;S;16;VALG;VALG;inns-200910-016.xml
2009-2010;S;S;16;SKOLER;SKOLER;inns-200910-016.xml
2009-2010;S;S;16;FYLKER;FYLKER;inns-200910-016.xml
2009-2010;S;S;16;BOLIGSAKER;BOLIGSAKER;inns-200910-016.xml
2009-2010;S;S;16;SAMER;SAMER;inns-200910-016.xml
2009-2010;S;S;16;STATENS PERSONALPOLITIKK;STATENS PERSONALPOLITIKK;inns-200910-016.xml
2009-2010;S;S;16;FORSKNING;FORSKNING;inns-200910-016.xml
2009-2010;S;S;16;ELDREOMSORG;OMSORGSTJENESTER;inns-200910-016.xml
2009-2010;S;S;16;FUNKSJONSHEMMEDE;FUNKSJONSHEMMEDE;inns-200910-016.xml
2009-2010;S;S;16;FORSIKRING;FORSIKRING;inns-200910-016.xml
2009-2010;S;S;16;DEPARTEMENTER;DEPARTEMENTER;inns-200910-016.xml
2009-2010;S;S;16;AVGIFTER;AVGIFTER;inns-200910-016.xml
2009-2010;S;S;16;STATSLÅN;STATSLÅN;inns-200910-016.xml
2009-2010;S;S;16;ARBEIDSVILKÅR;ARBEIDSVILKÅR;inns-200910-016.xml
2009-2010;S;S;16;REISELIVSNÆRING;REISELIVSNÆRING;inns-200910-016.xml
2009-2010;S;S;16;NÆRINGSUTVIKLING;NÆRINGSUTVIKLING;inns-200910-016.xml
2009-2010;S;S;16;KULTURVERN;KULTURVERN;inns-200910-016.xml
2009-2010;S;S;16;REINDRIFT;REINDRIFT;inns-200910-016.xml
2009-2010;S;S;16;FYLKESKOMMUNENES ØKONOMI;FYLKESKOMMUNENES ØKONOMI;inns-200910-016.xml
2009-2010;S;S;16;KOMMUNENES ØKONOMI;KOMMUNENES ØKONOMI;inns-200910-016.xml
2009-2010;S;S;16;BYGNINGSVESEN;BYGNINGSVESEN;inns-200910-016.xml
2009-2010;S;S;16;HUSBANKEN;HUSBANKEN;inns-200910-016.xml
2009-2010;S;S;16;POLITISKE PARTIER;POLITISKE PARTIER;inns-200910-016.xml
2009-2010;S;S;16;STATSFORVALTNING;STATSFORVALTNING;inns-200910-016.xml
2009-2010;S;S;16;STATSEIENDOMMER;STATSEIENDOMMER;inns-200910-016.xml
2009-2010;S;S;16;MENNESKERETTIGHETER;MENNESKERETTIGHETER;inns-200910-016.xml
2009-2010;S;S;16;TELEKOMMUNIKASJONER;KOMMUNIKASJONSTEKNOLOGI;inns-200910-016.xml
2009-2010;S;S;16;KONGEN;KONGEN;inns-200910-016.xml
2009-2010;S;S;16;LOKALFORVALTNING;LOKALFORVALTNING;inns-200910-016.xml
2009-2010;S;S;16;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-016.xml
2009-2010;S;S;16;TRYGDER;TRYGDER;inns-200910-016.xml
2009-2010;S;S;16;VOKSENOPPLÆRING;VOKSENOPPLÆRING;inns-200910-016.xml
2009-2010;S;S;16;DISTRIKTSPOLITIKK;DISTRIKTSPOLITIKK;inns-200910-016.xml
2009-2010;S;S;16;INDUSTRI;INDUSTRI;inns-200910-016.xml
2009-2010;S;S;17;SVALBARD;SVALBARD;inns-200910-017.xml
2009-2010;S;S;17;STATSBUDSJETTET;STATSBUDSJETTET;inns-200910-017.xml
2009-2010;S;S;18;STORTINGSREPRESENTANTER;STORTINGSREPRESENTANTER;inns-200910-018.xml
2009-2010;S;S;18;NORDISK SAMARBEID;NORDISK SAMARBEID;inns-200910-018.xml
2009-2010;S;S;19;STORTINGSREPRESENTANTER;STORTINGSREPRESENTANTER;inns-200910-019.xml
